27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 
27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 
27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 
27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 
28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 
28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 
28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 
28, 29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 
29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 
29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 
29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 
29, 30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 
30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 
30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 
30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 
30, 31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 
31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 
31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 
31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 
31, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 
7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 
