39, 45, 93, 100, 116, 145, 166, 251, 308, 324, 327, 355, 363, 364, 375, 428, 434, 467, 588, 618, 622, 705, 837, 909, 935, 969, 989, 997, 1005, 1030, 1122, 1184, 1255, 1277, 1356, 1370, 1381, 1429, 1483, 1484, 1724, 1778, 
39, 45, 93, 100, 145, 166, 251, 308, 324, 327, 355, 363, 364, 375, 428, 467, 618, 622, 705, 757, 837, 879, 909, 935, 969, 989, 997, 1005, 1030, 1045, 1064, 1184, 1255, 1277, 1370, 1429, 1483, 1484, 1724, 1778, 1937, 1993, 2003, 
39, 45, 100, 145, 166, 251, 308, 324, 327, 355, 363, 364, 375, 428, 467, 618, 622, 632, 705, 837, 879, 909, 935, 969, 989, 997, 1005, 1030, 1045, 1184, 1255, 1277, 1367, 1370, 1429, 1483, 1484, 1500, 1724, 1778, 1862, 2003, 
39, 45, 100, 145, 166, 251, 308, 324, 327, 355, 363, 364, 375, 428, 467, 618, 622, 632, 705, 837, 879, 909, 935, 969, 989, 997, 1005, 1030, 1045, 1184, 1255, 1277, 1370, 1429, 1483, 1484, 1500, 1724, 1778, 1862, 1937, 2003, 
33, 49, 56, 79, 143, 156, 174, 211, 229, 232, 238, 261, 276, 297, 379, 398, 426, 439, 455, 482, 522, 554, 734, 735, 752, 796, 831, 839, 865, 893, 941, 953, 1060, 1228, 1230, 1323, 1409, 1471, 1554, 1725, 1764, 1834, 1914, 
97, 303, 306, 342, 346, 347, 359, 380, 411, 413, 475, 484, 489, 501, 590, 594, 634, 641, 684, 732, 754, 773, 823, 901, 908, 975, 978, 1003, 1049, 1069, 1220, 1235, 1239, 1248, 1251, 1264, 1296, 1319, 1334, 1361, 1366, 1380, 1519, 
105, 196, 350, 423, 470, 498, 560, 610, 646, 739, 755, 759, 802, 807, 813, 842, 844, 910, 940, 946, 947, 950, 981, 996, 1008, 1024, 1129, 1399, 1428, 1444, 1457, 1475, 1574, 1576, 1708, 1779, 1794, 1807, 1831, 1905, 1972, 1973, 1983, 2015, 
43, 176, 208, 210, 284, 294, 471, 486, 512, 532, 827, 891, 930, 988, 1019, 1022, 1067, 1156, 1236, 1269, 1344, 1358, 1377, 1419, 1490, 1511, 1596, 1602, 1615, 1653, 1671, 1773, 1775, 1788, 1840, 1868, 1872, 1888, 1987, 1999, 2020, 2033, 2044, 
2, 4, 9, 10, 15, 19, 24, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 229, 236, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
