0000 [42/-1] - 30, 34, 94, 132, 160, 180, 183, 212, 213, 247, 292, 305, 307, 345, 454, 487, 506, 538, 550, 561, 577, 584, 617, 631, 690, 709, 710, 761, 833, 951, 1122, 1123, 1232, 1329, 1348, 1397, 1497, 1534, 1675, 1706, 1722, 1898, 
0001 [41/85,7142857142857] - 30, 34, 94, 132, 163, 180, 183, 212, 247, 305, 307, 454, 487, 506, 537, 538, 561, 577, 584, 617, 631, 690, 709, 710, 761, 833, 850, 1050, 1122, 1123, 1232, 1329, 1348, 1397, 1497, 1534, 1618, 1675, 1706, 1722, 1898, 
0002 [42/95,2380952380952] - 30, 34, 94, 132, 163, 180, 183, 212, 247, 305, 307, 454, 487, 506, 537, 538, 561, 577, 584, 617, 631, 690, 709, 710, 761, 798, 833, 869, 1050, 1122, 1123, 1232, 1329, 1348, 1397, 1497, 1534, 1618, 1675, 1706, 1722, 1898, 
0003 [42/97,6190476190476] - 30, 34, 94, 132, 163, 180, 212, 247, 305, 307, 454, 487, 506, 537, 538, 561, 577, 584, 617, 631, 690, 709, 710, 761, 798, 833, 869, 1050, 1122, 1123, 1232, 1329, 1348, 1397, 1497, 1534, 1579, 1618, 1675, 1706, 1722, 1898, 
0004 [42/97,6190476190476] - 30, 34, 94, 132, 163, 180, 212, 247, 305, 307, 454, 487, 506, 537, 538, 561, 577, 584, 617, 631, 690, 709, 710, 761, 798, 833, 869, 969, 1050, 1122, 1123, 1232, 1329, 1348, 1397, 1497, 1534, 1618, 1675, 1706, 1722, 1898, 
0005 [44/0] - 7, 23, 25, 76, 112, 130, 162, 241, 269, 319, 331, 367, 378, 407, 447, 463, 485, 510, 523, 549, 559, 579, 585, 704, 722, 746, 766, 783, 814, 816, 824, 864, 881, 939, 1000, 1036, 1086, 1095, 1096, 1106, 1126, 1132, 1396, 1844, 
0006 [43/0] - 26, 28, 51, 57, 102, 197, 203, 257, 258, 348, 383, 1141, 1176, 1240, 1241, 1292, 1369, 1376, 1402, 1412, 1477, 1506, 1510, 1517, 1530, 1539, 1543, 1581, 1590, 1639, 1662, 1665, 1730, 1738, 1855, 1933, 1953, 1955, 1977, 2002, 2011, 2017, 2021, 
0007 [43/0] - 95, 103, 178, 181, 217, 298, 314, 357, 461, 607, 628, 682, 747, 781, 847, 917, 974, 1017, 1021, 1130, 1209, 1224, 1254, 1379, 1488, 1527, 1585, 1591, 1599, 1620, 1701, 1726, 1839, 1865, 1871, 1921, 1925, 1980, 2018, 2026, 2027, 2039, 2041, 
0008 [48/0] - 1, 2, 7, 14, 17, 18, 19, 21, 22, 23, 25, 28, 37, 41, 48, 50, 55, 60, 61, 67, 69, 74, 76, 87, 91, 93, 120, 626, 923, 984, 1023, 1036, 1038, 1041, 1043, 1047, 1149, 1193, 1463, 1644, 1652, 1680, 1732, 1761, 1826, 1917, 1966, 1978, 
0009 [50/62] - 1, 2, 7, 8, 10, 14, 15, 17, 18, 19, 21, 22, 23, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 65, 67, 69, 74, 76, 86, 87, 91, 92, 1023, 1029, 1032, 1036, 1038, 1039, 1041, 1043, 1047, 
0010 [51/88,2352941176471] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0011 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0012 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0013 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0014 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0015 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0016 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0017 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
0018 [51/100] - 1, 2, 4, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 33, 37, 39, 41, 42, 43, 45, 48, 49, 50, 54, 55, 56, 58, 60, 61, 64, 65, 67, 69, 74, 76, 1020, 1022, 1023, 1029, 1032, 1036, 1038, 1039, 1043, 1047, 
