D=1/M=246 | 0.1943872 | 0.9460784 | 1.058952 | 1.235632 | 0.6726384 | 1.202899 | 1.113433 | 1.133333 | 1.104061 | 1.139942 | 1.362018 | 1.594752 | 0.9609929 | 1.304239 | 1.281437 | 1.17663 | 1.130564 | 1.246544 | 1.173295 | 1.171254
D=1/M=1305 | 1.951157 | 1.424936 | 1.984802 | 1.560197 | 1.455764 | 1.571429 | 2.087324 | 1.626087 | 1.58631 | 1.731707 | 1.897106 | 1.783784 | 1.771831 | 1.709763 | 1.724675 | 1.67679 | 1.557545 | 1.802857 | 1.614973 | 1.773639
D=1/M=1957 | 2.631902 | 1.913747 | 2.134503 | 2.11838 | 2.017857 | 1.932394 | 2.243902 | 1.871429 | 1.957105 | 1.957507 | 2.199446 | 1.975806 | 1.961326 | 1.558011 | 2.083815 | 1.824208 | 1.918159 | 2.063953 | 1.912181 | 1.948127
D=1/M=2827 | 2.540298 | 2.270492 | 2.495601 | 3.222513 | 2.456395 | 3.548673 | 2.301205 | 2.732143 | 2.449198 | 2.066667 | 2.589595 | 2.321937 | 2.550595 | 2.310345 | 2.645161 | 2.11413 | 2.262537 | 2.583815 | 2.332326 | 0.5964654
D=1/M=8917 | 5.866197 | 7.252033 | 8.477435 | 6.055961 | 7.350562 | 7.341646 | 10.5771 | 7.957547 | 6.542654 | 6.400468 | 7.779476 | 7.204444 | 5.717149 | 7.878995 | 7.848921 | 7.408978 | 5.068182 | 8.187224 | 8.207547 | 5.770115
D=1/M=15660 | 15.35931 | 10.93902 | 9.7 | 12.81162 | 3.614801 | 9.844156 | 7.934393 | 6.77 | 10.18688 | 12.6025 | 7.990958 | 8.078125 | 16.89733 | 8.799671 | 12.62431 | 9.864285 | 9.403846 | 15.22366 | 9.579798 | 13.31673
D=1/M=22185 | 10.9273 | 11.19024 | 15.36774 | 9.661512 | 17.82022 | 8.468613 | 17.78545 | 14.98446 | 14.26578 | 11.46271 | 15.29505 | 19.64737 | 11.18207 | 12.57166 | 8.221088 | 20.07778 | 17.33389 | 15.42314 | 11.16963 | 22.43603
D=1/M=40925 | 37.8069 | 34.30189 | 50.33833 | 44.22296 | 35.37586 | 39.5171 | 37.19395 | 41.65069 | 40.38033 | 42.35238 | 47.27181 | 35.8686 | 48.78608 | 42.21968 | 49.98467 | 50.21377 | 38.7491 | 25.7867 | 40.98042 | 44.30501
D=1/M=39900 | 56.29867 | 51.79156 | 61.52005 | 58.90773 | 64.2104 | 58.19592 | 55.51044 | 55.71049 | 56.66832 | 60.85194 | 54.0232 | 57.54644 | 59.52821 | 54.19358 | 57.0085 | 58.05525 | 54.22257 | 57.17274 | 60.79138 | 54.74161
D=1/M=40331 | 53.67726 | 63.05527 | 60.14609 | 62.63205 | 47.35315 | 63.40466 | 58.90091 | 65.86481 | 63.70807 | 74.12022 | 54.63078 | 67.91196 | 53.64893 | 65.65022 | 61.98087 | 48.95813 | 58.27191 | 56.93425 | 57.1146 | 48.91137
