D=1/M=232 | 0.1700212 | 7.081081 | 7.177419 | 7.032258 | 7.083333 | 7.295082 | 6.846154 | 7.305085 | 7.915254 | 10.98387 | 6.619048 | 10.48333 | 6.866667 | 7.016667 | 7.084746 | 7.15 | 6.970588 | 6.651515 | 7.15873 | 7.213115
D=1/M=1305 | 14.86503 | 15.17763 | 16.60145 | 14.82482 | 14.33333 | 21.02239 | 28.12766 | 4.551471 | 16.87023 | 16.25954 | 14.59559 | 14.69565 | 18.0458 | 16.07857 | 14.8913 | 15.45775 | 16.67164 | 16.05343 | 15.33094 | 17.77143
D=1/M=1958 | 20.50556 | 17.42373 | 18.25843 | 17.48387 | 17.23784 | 17.80682 | 15.64423 | 18.15698 | 17.123 | 17.82682 | 18.51596 | 19.97753 | 17.11667 | 18.14035 | 18.38597 | 18.64535 | 17.0955 | 17.86782 | 16.66111 | 21.50286
D=1/M=2828 | 19.77083 | 19.37931 | 19.45727 | 20.22609 | 19.65823 | 18.69068 | 20.64407 | 16.879 | 18.97872 | 17.36742 | 18.68936 | 21.36078 | 20.55365 | 20.75758 | 18.10288 | 18.16183 | 19.76754 | 16.12319 | 21.79583 | 18.86752
D=1/M=8903 | 15.24697 | 26.18193 | 24.54338 | 26.78328 | 26.64697 | 29.65278 | 25.18265 | 25.34421 | 28.19785 | 15.32605 | 25.5152 | 25.49401 | 20.09133 | 24.68237 | 25.15326 | 24.8351 | 26.77031 | 26.06998 | 26.93543 | 24.45681
D=1/M=15622 | 28.02664 | 33.92066 | 36.84885 | 36.39836 | 36.09868 | 35.88811 | 35.79374 | 33.21699 | 28.64116 | 36.48656 | 32.47427 | 34.99105 | 28.60313 | 35.77909 | 29.77928 | 26.78762 | 29.65466 | 25.95426 | 25.5194 | 31.89974
D=1/M=22146 | 33.58212 | 26.47251 | 37.72775 | 32.34138 | 37.71066 | 33.17275 | 30.27072 | 35.70962 | 31.22869 | 36.24348 | 36.40693 | 36.1673 | 35.80784 | 36.11582 | 34.37114 | 34.61475 | 40.71685 | 35.68115 | 30.72363 | 32.61575
D=1/M=32484 | 36.16455 | 39.87766 | 42.79139 | 38.65829 | 40.7656 | 41.00653 | 42.57843 | 41.20018 | 31.93716 | 42.89349 | 51.0187 | 46.07611 | 56.59652 | 43.29983 | 52.57827 | 53.05553 | 44.42946 | 42.64706 | 61.99055 | 44.71019
D=1/M=32484 | 54.9566 | 42.45367 | 43.87395 | 50.36912 | 40.51366 | 40.71218 | 40.56823 | 46.36689 | 43.74792 | 43.51875 | 46.59354 | 47.05658 | 47.81686 | 43.5046 | 37.09063 | 36.619 | 44.39552 | 41.51189 | 43.5587 | 40.301
D=1/M=32484 | 44.19182 | 40.80266 | 40.17449 | 39.65242 | 42.14707 | 41.40208 | 39.19088 | 41.05838 | 43.18076 | 43.84691 | 40.32792 | 41.57994 | 41.18783 | 32.45261 | 36.69049 | 40.56414 | 38.13436 | 41.65785 | 37.37619 | 30.48991
