D=1/M=232 |361.3707 |442.7481 |521.3483 |532.1101 |545.8823 |521.3483 |521.3483 |538.2831 |496.788 |340.6755 |556.3549 |368.8394 |563.1068 |551.0689 |555.0239 |540.7925 |489.4515 |528.4738 |514.4124 |527.2727
D=1/M=1305 |538.5885 |565.6697 |569.6203 |642.5406 |595.0752 |463.2588 |329.0469 |527.0598 |590.4977 |612.676 |657.4307 |643.4911 |552.0305 |579.7424 |635.0365 |594.533 |584.154 |620.5421 |612.3885 |524.5177
D=1/M=1958 |530.4796 |634.8897 |602.4615 |602.091 |613.9856 |624.7607 |601.7209 |626.9613 |611.4929 |613.6008 |562.4821 |550.6187 |635.5079 |631.2057 |622.7735 |610.5394 |643.444 |629.7845 |652.8843 |520.3295
D=1/M=2828 |595.9958 |629.0036 |621.1289 |607.9106 |606.9972 |641.1245 |580.4597 |596.2471 |634.0807 |616.7939 |643.8979 |519.1849 |590.52 |589.781 |642.8734 |646.1047 |627.4684 |635.5056 |540.6232 |640.5436
D=1/M=8903 |505.996 |415.1938 |552.124 |514.5648 |519.6101 |463.3359 |538.1082 |521.1919 |484.2534 |507.7853 |530.2877 |522.7833 |512.285 |548.1805 |537.1018 |542.3367 |519.6405 |531.1102 |520.5215 |532.9861
D=1/M=15622 |401.2946 |401.5216 |390.7356 |391.2444 |381.2848 |383.5219 |401.8831 |395.5438 |405.2295 |396.8097 |412.571 |399.693 |406.6746 |396.9307 |418.0023 |419.856 |412.5274 |417.1206 |416.72 |423.2686
D=1/M=22146 |385.4226 |396.4767 |381.4133 |393.5388 |381.8342 |380.6136 |404.1978 |389.7983 |382.5003 |388.4514 |390.4305 |391.0096 |397.473 |388.0974 |405.9985 |403.3953 |348.4322 |396.5903 |396.0513 |398.9408
D=1/M=32484 |346.1378 |333.3026 |340.5674 |340.6103 |335.9395 |345.0202 |339.9828 |344.5993 |343.6224 |337.4856 |276.8295 |241.6892 |256.4601 |260.9429 |266.4173 |271.9965 |266.5463 |276.5773 |235.8305 |260.5975
D=1/M=32484 |264.4674 |283.604 |269.7245 |252.7112 |263.838 |280.061 |280.1697 |264.1727 |268.934 |261.6323 |278.0926 |269.3398 |267.5628 |286.0842 |269.0632 |278.1688 |268.7093 |281.8886 |271.084 |298.4208
D=1/M=32484 |334.1219 |353.0486 |344.9543 |360.8892 |349.8546 |355.6655 |346.9512 |349.9187 |338.2552 |331.625 |344.3765 |349.8622 |345.3063 |348.769 |359.6068 |355.4398 |354.3387 |349.6776 |345.983 |358.4797
