0;-1
1;87.5
2;95
3;100
4;97.5
5;0
6;30
7;0
8;0
9;0
10;5
11;5
12;27.5
13;27.5
14;60
15;32.5
16;32.5
17;92.5
18;75
19;75
20;67.5
21;67.5
22;100
23;82.5
24;82.5
25;0
26;0
27;100
28;95
29;95
30;0
31;0
32;100
33;27.5
34;27.5
35;55
36;55
37;100
38;0
39;0
40;42.5
41;42.5
42;100
43;0
44;0
45;0
46;0
47;92.5
48;0
49;0
50;20
51;20
52;100
53;0
54;0
55;0
56;0
57;77.5
58;0
59;0
60;5
61;5
62;100
63;0
64;0
65;0
66;0
67;100
68;0
69;0
70;0
71;0
72;90
73;5
74;5
75;0
76;0
77;85
78;0
79;0
80;5
81;5
82;97.5
83;5
84;5
85;0
86;0
87;100
88;0
89;0
90;0
91;0
92;82.5
93;5
94;5
95;0
96;0
97;70
98;0
99;0
100;5
101;5
102;97.5
103;0
104;0
105;0
106;0
107;60
108;0
109;0
110;5
111;5
112;100
113;0
114;0
115;0
116;0
117;72.5
118;0
119;0
120;5
121;5
122;92.5
123;5
124;5
125;0
126;0
127;67.5
128;0
129;0
130;5
131;5
132;67.5
133;5
134;5
135;2.5
136;2.5
137;97.5
138;0
139;0
140;0
141;0
142;60
143;5
144;5
145;0
146;0
147;77.5
148;0
149;0
150;5
151;5
152;87.5
153;0
154;0
155;0
156;0
157;55
158;0
159;0
160;2.5
161;2.5
162;97.5
163;0
164;0
165;0
166;0
167;62.5
168;0
169;0
170;5
171;5
172;77.5
173;5
174;5
175;0
176;0
177;67.5
178;0
179;0
180;5
181;5
182;80
183;5
184;5
185;5
186;5
187;97.5
188;0
189;0
190;0
191;0
192;70
193;5
194;5
195;0
196;0
197;75
198;0
199;0
200;5
201;5
202;90
203;0
204;0
205;0
206;0
207;52.5
208;0
209;0
210;5
211;5
212;75
213;0
214;0
215;0
216;0
217;62.5
218;0
219;0
220;5
221;5
222;92.5
223;5
224;5
225;0
226;0
227;67.5
228;0
229;0
230;0
231;0
232;92.5
233;5
234;5
235;0
236;0
237;100
238;0
239;0
240;0
241;0
242;67.5
243;5
244;5
245;0
246;0
247;80
248;0
249;0
250;5
251;5
252;90
253;0
254;0
255;0
256;0
257;50
258;0
259;0
260;5
261;5
262;95
263;0
264;0
265;0
266;0
267;57.5
268;0
269;0
270;5
271;5
272;72.5
273;5
274;5
275;0
276;0
277;82.5
278;0
279;0
280;5
281;5
282;82.5
283;5
284;5
285;5
286;5
287;97.5
288;0
289;0
290;0
291;0
292;67.5
293;5
294;5
295;0
296;0
297;80
298;0
299;0
300;5
301;5
302;90
303;0
304;0
305;0
306;0
307;42.5
308;0
309;0
310;5
311;5
312;80
313;0
314;0
315;0
316;0
317;67.5
318;0
319;0
320;5
321;5
322;95
323;5
324;5
325;0
326;0
327;72.5
328;0
329;0
330;5
331;5
332;92.5
333;5
334;5
335;5
336;5
337;100
338;0
339;0
340;0
341;0
342;65
343;5
344;5
345;0
346;0
347;80
348;0
349;0
350;5
351;5
352;90
353;0
354;0
355;0
356;0
357;55
358;0
359;0
360;2.5
361;2.5
362;92.5
363;0
364;0
365;0
366;0
367;67.5
368;0
369;0
370;5
371;5
372;70
373;5
374;5
375;0
376;0
377;85
378;0
379;0
380;5
381;5
382;92.5
383;5
384;5
385;5
386;5
387;97.5
388;0
389;0
390;0
391;0
392;67.5
393;5
394;5
395;0
396;0
397;75
398;0
399;0
400;5
401;5
402;92.5
403;0
404;0
405;0
406;0
407;47.5
408;0
409;0
410;5
411;5
412;85
413;0
414;0
415;0
416;0
417;65
418;0
419;0
420;5
421;5
422;87.5
423;5
424;5
425;0
426;0
427;75
428;0
429;0
430;5
431;5
432;97.5
433;5
434;5
435;5
436;5
437;95
438;0
439;0
440;0
441;0
442;67.5
443;5
444;5
445;0
446;0
447;80
448;0
449;0
