0;-1
1;90
2;95
3;100
4;97.5
5;90
6;90
7;90
8;90
9;90
10;92.5
11;92.5
12;97.5
13;100
14;100
15;100
16;100
17;92.5
18;92.5
19;100
20;100
21;100
22;100
23;100
24;100
25;100
26;100
27;100
28;100
29;100
30;97.5
31;97.5
32;100
33;100
34;100
35;100
36;100
37;100
38;100
39;100
40;100
41;100
42;100
43;100
44;100
45;92.5
46;92.5
47;100
48;92.5
49;92.5
50;100
51;100
52;100
53;100
54;100
55;97.5
56;97.5
57;100
58;100
59;100
60;97.5
61;97.5
62;100
63;100
64;100
65;92.5
66;92.5
67;92.5
68;92.5
69;92.5
70;97.5
71;97.5
72;100
73;100
74;100
75;92.5
76;92.5
77;92.5
78;92.5
79;100
80;97.5
81;97.5
82;100
83;100
84;100
85;100
86;100
87;100
88;100
89;100
90;92.5
91;92.5
92;100
93;95
94;95
95;100
96;100
97;100
98;92.5
99;92.5
100;97.5
101;97.5
102;100
103;95
104;95
105;95
106;95
107;100
108;92.5
109;92.5
110;97.5
111;97.5
112;100
113;95
114;95
115;92.5
116;92.5
117;92.5
118;92.5
119;92.5
120;97.5
121;97.5
122;100
123;100
124;100
125;95
126;95
127;92.5
128;92.5
129;92.5
130;92.5
131;92.5
132;100
133;100
134;100
135;100
136;100
137;100
138;92.5
139;92.5
140;92.5
141;92.5
142;100
143;100
144;100
145;100
146;100
147;100
148;92.5
149;92.5
150;97.5
151;97.5
152;100
153;100
154;100
155;92.5
156;92.5
157;100
158;92.5
159;92.5
160;97.5
161;97.5
162;100
163;100
164;100
165;92.5
166;92.5
167;92.5
168;92.5
169;95
170;97.5
171;97.5
172;100
173;100
174;100
175;92.5
176;92.5
177;92.5
178;92.5
179;92.5
180;95
181;95
182;100
183;100
184;100
185;100
186;100
187;100
188;95
189;95
190;95
191;95
192;100
193;100
194;100
195;100
196;100
197;100
198;92.5
199;92.5
200;97.5
201;97.5
202;100
203;100
204;100
205;92.5
206;92.5
207;100
208;92.5
209;92.5
210;97.5
211;97.5
212;100
213;100
214;100
215;92.5
216;92.5
217;92.5
218;92.5
219;95
220;97.5
221;97.5
222;100
223;100
224;100
225;92.5
226;92.5
227;92.5
228;92.5
229;95
230;95
231;95
232;100
233;100
234;100
235;100
236;100
237;100
238;92.5
239;92.5
240;95
241;95
242;100
243;97.5
244;97.5
245;100
246;100
247;100
248;92.5
249;92.5
250;97.5
251;97.5
252;100
253;97.5
254;97.5
255;92.5
256;92.5
257;100
258;92.5
259;92.5
260;97.5
261;97.5
262;100
263;97.5
264;97.5
265;92.5
266;92.5
267;92.5
268;92.5
269;92.5
270;97.5
271;97.5
272;100
273;100
274;100
275;92.5
276;92.5
277;92.5
278;92.5
279;92.5
280;92.5
281;92.5
282;100
283;100
284;100
285;100
286;100
287;100
288;95
289;95
290;92.5
291;92.5
292;100
293;100
294;100
295;100
296;100
297;100
298;92.5
299;92.5
300;97.5
301;97.5
302;100
303;100
304;100
305;95
306;95
307;100
308;92.5
309;92.5
310;97.5
311;97.5
312;100
313;100
314;100
315;92.5
316;92.5
317;92.5
318;92.5
319;92.5
320;97.5
321;97.5
322;100
323;100
324;100
325;92.5
326;92.5
327;92.5
328;92.5
329;92.5
330;97.5
331;97.5
332;100
333;100
334;100
335;100
336;100
337;100
338;92.5
339;92.5
340;95
341;95
342;100
343;100
344;100
345;100
346;100
347;100
348;92.5
349;92.5
350;97.5
351;97.5
352;100
353;100
354;100
355;92.5
356;92.5
357;100
358;92.5
359;92.5
360;97.5
361;97.5
362;100
363;100
364;100
365;92.5
366;92.5
367;92.5
368;92.5
369;92.5
370;97.5
371;97.5
372;100
373;100
374;100
375;92.5
376;92.5
377;92.5
378;92.5
379;92.5
380;95
381;95
382;100
383;100
384;100
385;100
386;100
387;100
388;95
389;95
390;95
391;95
392;100
393;100
394;100
395;100
396;100
397;100
398;92.5
399;92.5
400;97.5
401;97.5
402;100
403;100
404;100
405;95
406;95
407;100
408;92.5
409;92.5
410;97.5
411;97.5
412;100
413;100
414;100
415;92.5
416;92.5
417;92.5
418;92.5
419;92.5
420;97.5
421;97.5
422;100
423;100
424;100
425;92.5
426;92.5
427;92.5
428;92.5
429;92.5
430;97.5
431;97.5
432;100
433;100
434;100
435;100
436;100
437;100
438;92.5
439;92.5
440;95
441;95
442;100
443;100
444;100
445;100
446;100
447;100
448;92.5
449;92.5
450;97.5
451;97.5
452;100
453;100
454;100
455;95
456;95
457;100
458;92.5
459;92.5
460;97.5
461;97.5
462;100
463;100
464;100
465;92.5
466;92.5
467;92.5
468;92.5
469;92.5
470;97.5
471;97.5
472;100
473;100
474;100
475;92.5
476;92.5
477;92.5
478;92.5
479;92.5
480;95
481;95
