0;-1
1;90
2;95
3;100
4;100
5;0
6;27.5
7;0
8;0
9;0
10;17.5
11;17.5
12;17.5
13;30
14;30
15;0
16;0
17;75
18;0
19;0
20;17.5
21;17.5
22;100
23;10
24;10
25;0
26;0
27;100
28;22.5
29;22.5
30;0
31;0
32;95
33;0
34;0
35;10
36;10
37;100
38;0
39;0
40;17.5
41;17.5
42;100
43;0
44;0
45;0
46;0
47;52.5
48;0
49;0
50;0
51;0
52;100
53;0
54;0
55;0
56;0
57;17.5
58;0
59;0
60;0
61;0
62;100
63;0
64;0
65;0
66;0
67;55
68;0
69;0
70;0
71;0
72;45
73;0
74;0
75;0
76;0
77;25
78;0
79;0
80;0
81;0
82;92.5
83;0
84;0
85;0
86;0
87;90
88;0
89;0
90;0
91;0
92;45
93;0
94;0
95;0
96;0
97;45
98;0
99;0
100;0
101;0
102;85
103;0
104;0
105;0
106;0
107;17.5
108;0
109;0
110;0
111;0
112;85
113;0
114;0
115;0
116;0
117;17.5
118;0
119;0
120;0
121;0
122;70
123;0
124;0
125;0
126;0
127;17.5
128;0
129;0
130;0
131;0
132;57.5
133;0
134;0
135;0
136;0
137;95
138;0
139;0
140;0
141;0
142;35
143;0
144;0
145;0
146;0
147;45
148;0
149;0
150;0
151;0
152;72.5
153;0
154;0
155;0
156;0
157;17.5
158;0
159;0
160;0
161;0
162;75
163;0
164;0
165;0
166;0
167;17.5
168;0
169;0
170;0
171;0
172;67.5
173;0
174;0
175;0
176;0
177;17.5
178;0
179;0
180;0
181;0
182;45
183;0
184;0
185;0
186;0
187;90
188;0
189;0
190;0
191;0
192;45
193;0
194;0
195;0
196;0
197;30
198;0
199;0
200;0
201;0
202;75
203;0
204;0
205;0
206;0
207;17.5
208;0
209;0
210;0
211;0
212;67.5
213;0
214;0
215;0
216;0
217;12.5
218;0
219;0
220;0
221;0
222;50
223;0
224;0
225;0
226;0
227;17.5
228;0
229;0
230;0
231;0
232;55
233;0
234;0
235;0
236;0
237;87.5
238;0
239;0
240;0
241;0
242;37.5
243;0
244;0
245;0
246;0
247;42.5
248;0
249;0
250;0
251;0
252;62.5
253;0
254;0
255;0
256;0
257;17.5
258;0
259;0
260;0
261;0
262;87.5
263;0
264;0
265;0
266;0
267;17.5
268;0
269;0
270;0
271;0
272;47.5
273;0
274;0
275;0
276;0
277;17.5
278;0
279;0
280;0
281;0
282;45
283;0
284;0
285;0
286;0
287;90
288;0
289;0
290;0
291;0
292;40
293;0
294;0
295;0
296;0
297;27.5
298;0
299;0
300;0
301;0
302;75
303;0
304;0
305;0
306;0
307;17.5
308;0
309;0
310;0
311;0
312;82.5
313;0
314;0
315;0
316;0
317;17.5
318;0
319;0
320;0
321;0
322;45
323;0
324;0
325;0
326;0
327;20
328;0
329;0
330;0
331;0
332;55
333;0
334;0
335;0
336;0
337;77.5
338;0
339;0
340;0
341;0
342;30
343;0
344;0
345;0
346;0
347;27.5
348;0
349;0
350;0
351;0
352;65
353;0
354;0
355;0
356;0
357;17.5
358;0
359;0
360;0
361;0
362;77.5
363;0
364;0
365;0
366;0
367;17.5
368;0
369;0
370;0
371;0
372;45
373;0
374;0
375;0
376;0
377;17.5
378;0
379;0
380;0
381;0
382;45
383;0
384;0
385;0
386;0
387;82.5
388;0
389;0
390;0
391;0
392;40
393;0
394;0
395;0
396;0
397;27.5
398;0
399;0
400;0
401;0
402;62.5
403;0
404;0
405;0
406;0
407;17.5
408;0
409;0
410;0
411;0
412;82.5
413;0
414;0
415;0
416;0
417;17.5
418;0
419;0
420;0
421;0
422;45
423;0
424;0
425;0
426;0
427;17.5
428;0
429;0
430;0
431;0
432;45
433;0
434;0
435;0
436;0
437;82.5
438;0
439;0
440;0
441;0
442;40
443;0
444;0
445;0
446;0
447;27.5
448;0
449;0
450;0
451;0
452;57.5
453;0
454;0
455;0
456;0
457;17.5
458;0
459;0
460;0
461;0
462;82.5
463;0
464;0
465;0
466;0
467;17.5
468;0
469;0
470;0
471;0
472;45
473;0
474;0
475;0
476;0
477;17.5
478;0
479;0
480;0
481;0
482;45
483;0
484;0
485;0
486;0
487;90
488;0
489;0
490;0
491;0
492;30
493;0
494;0
495;0
496;0
497;25
498;0
499;0
500;0
501;0
502;70
503;0
504;0
505;0
506;0
507;17.5
508;0
509;0
510;0
511;0
512;85
513;0
514;0
515;0
516;0
517;17.5
518;0
519;0
520;0
521;0
522;45
523;0
524;0
525;0
526;0
527;17.5
528;0
529;0
530;0
531;0
532;47.5
533;0
534;0
535;0
536;0
537;85
538;0
539;0
540;0
541;0
542;35
543;0
544;0
545;0
546;0
547;27.5
548;0
549;0
550;0
551;0
552;72.5
553;0
554;0
555;0
556;0
557;17.5
558;0
