0;-1
1;87.5
2;90
3;95
4;100
5;2.5
6;2.5
7;7.5
8;7.5
9;7.5
10;27.5
11;27.5
12;32.5
13;55
14;55
15;87.5
16;87.5
17;90
18;100
19;100
20;100
21;100
22;100
23;97.5
24;97.5
25;70
26;70
27;7.5
28;7.5
29;100
30;35
31;35
32;100
33;100
34;100
35;100
36;100
37;100
38;10
39;10
40;97.5
41;97.5
42;100
43;57.5
44;57.5
45;7.5
46;7.5
47;100
48;20
49;20
50;100
51;100
52;100
53;17.5
54;17.5
55;35
56;35
57;100
58;15
59;15
60;67.5
61;67.5
62;100
63;22.5
64;22.5
65;27.5
66;27.5
67;100
68;7.5
69;7.5
70;35
71;35
72;100
73;92.5
74;92.5
75;30
76;30
77;100
78;7.5
79;7.5
80;60
81;60
82;100
83;55
84;55
85;45
86;45
87;100
88;7.5
89;7.5
90;7.5
91;7.5
92;100
93;35
94;35
95;10
96;10
97;100
98;7.5
99;7.5
100;55
101;55
102;100
103;35
104;35
105;35
106;35
107;90
108;7.5
109;7.5
110;67.5
111;67.5
112;100
113;35
114;35
115;7.5
116;7.5
117;100
118;7.5
119;7.5
120;65
121;65
122;100
123;67.5
124;67.5
125;17.5
126;17.5
127;87.5
128;7.5
129;7.5
130;30
131;30
132;92.5
133;67.5
134;67.5
135;67.5
136;67.5
137;100
138;7.5
139;7.5
140;7.5
141;7.5
142;92.5
143;35
144;35
145;22.5
146;22.5
147;97.5
148;7.5
149;7.5
150;42.5
151;42.5
152;100
153;35
154;35
155;22.5
156;22.5
157;87.5
158;7.5
159;7.5
160;67.5
161;67.5
162;100
163;35
164;35
165;7.5
166;7.5
167;92.5
168;7.5
169;7.5
170;42.5
171;42.5
172;100
173;60
174;60
175;32.5
176;32.5
177;100
178;7.5
179;7.5
180;35
181;35
182;100
183;67.5
184;67.5
185;75
186;75
187;97.5
188;7.5
189;7.5
190;7.5
191;7.5
192;97.5
193;40
194;40
195;17.5
196;17.5
197;100
198;7.5
199;7.5
200;37.5
201;37.5
202;100
203;35
204;35
205;30
206;30
207;87.5
208;7.5
209;7.5
210;67.5
211;67.5
212;100
213;35
214;35
215;7.5
216;7.5
217;90
218;7.5
219;7.5
220;47.5
221;47.5
222;100
223;67.5
224;67.5
225;15
226;15
227;90
228;7.5
229;7.5
230;35
231;35
232;97.5
233;67.5
234;67.5
235;70
236;70
237;100
238;7.5
239;7.5
240;7.5
241;7.5
242;100
243;35
244;35
245;22.5
246;22.5
247;92.5
248;7.5
249;7.5
250;37.5
251;37.5
252;100
253;35
254;35
255;27.5
256;27.5
257;87.5
258;7.5
259;7.5
260;65
261;67.5
262;100
263;35
264;35
265;7.5
266;7.5
267;87.5
268;7.5
269;7.5
270;52.5
271;52.5
272;100
273;67.5
274;67.5
275;35
276;35
277;97.5
278;7.5
279;7.5
280;35
281;35
282;97.5
283;67.5
284;67.5
285;72.5
286;72.5
287;95
288;7.5
289;7.5
290;7.5
291;7.5
292;100
293;60
294;60
295;15
296;15
297;100
298;7.5
299;7.5
300;65
301;65
302;100
303;35
304;35
305;35
306;35
307;87.5
308;7.5
309;7.5
310;67.5
311;67.5
312;100
313;35
314;35
315;7.5
316;7.5
317;87.5
318;7.5
319;7.5
320;52.5
321;52.5
322;100
323;62.5
324;62.5
325;30
326;30
327;95
328;7.5
329;7.5
330;35
331;35
332;97.5
333;67.5
334;67.5
335;67.5
336;67.5
337;100
338;7.5
339;7.5
340;7.5
341;7.5
342;92.5
343;37.5
344;37.5
345;15
346;15
347;95
348;7.5
349;7.5
350;42.5
351;42.5
352;100
353;35
354;35
355;25
356;25
357;90
358;7.5
359;7.5
360;67.5
361;67.5
362;97.5
363;35
364;35
365;7.5
366;7.5
367;87.5
368;7.5
369;7.5
370;42.5
371;42.5
372;100
373;67.5
374;67.5
375;35
376;35
