0,9.6
1,10.5
2,9.5
3,8.5
4,6.8
5,8
6,7
7,5.9
8,2.8
9,1.8
10,-0.7
11,-2.7
12,-3.3
13,-5
14,-5.2
15,-6.4
16,-6.9
17,-7.1
18,-7
19,-6.8
20,-8.3
21,-7.1
22,-8.6
23,-6.2
24,-4.5
25,-5.7
26,-3.1
27,-2.1
28,-2.9
29,-2.1
30,-1.8
31,0
32,2
33,1.2
34,3.9
35,1.9
36,3.1
37,2.9
38,4.1
39,4.7
40,3
41,3.4
42,3.1
43,1.2
44,1.9
45,-0.7
46,-1.5
47,-0.4
48,-1.7
49,-0.5
50,0.5
51,-0.7
52,-0.2
53,-0.8
54,-0.6
55,-0.7
56,1.7
57,2.3
58,2.3
59,2.1
60,6.5
61,3.1
62,4.9
63,3
64,3.2
65,4.9
66,4.8
67,1.2
68,1.4
69,0.5
70,-0.3
71,-0.7
72,-0.4
73,-4.5
74,-4.5
75,-5.1
76,-6.7
77,-5
78,-6.8
79,-7.2
80,-7.5
81,-7.8
82,-7.7
83,-7.1
84,-5.7
85,-6.2
86,-5.7
87,-4.1
88,-4.8
89,-0.8
90,-1.1
91,0.3
92,3.2
93,4.1
94,7.3
95,6.8
96,8.8
97,10.2
98,8.6
99,9.6
100,8.2
101,10.7
102,9.1
103,10.2
104,7.2
105,5.5
106,8.1
107,4.6
108,2.9
109,1.3
110,1.8
111,-3
112,-1.9
113,-2.2
114,-6
115,-5.6
116,-8.9
117,-7.6
118,-7.8
119,-8.4
120,-9
121,-8.9
122,-5.6
123,-7.3
124,-8.1
125,-4.1
126,-4.3
127,-3.6
128,-1.8
129,0.6
130,0
131,-0.7
132,2.1
133,3.1
134,4.5
135,4.7
136,2.8
137,3.2
138,4.3
139,4.6
140,3.8
141,2
142,1.8
143,0.3
144,0.2
145,0.5
146,1.7
147,0.4
148,-1
149,-0.8
150,-1.9
151,-1.6
152,-0.6
153,-0.2
154,2.7
155,0.7
156,2.5
157,1
158,4
159,0.6
160,3.2
161,3.4
162,4.2
163,3.3
164,2.1
165,2.3
166,4.1
167,3
168,1.5
169,0.5
170,-0.8
171,-0.6
172,-1.8
173,-3.4
174,-3.5
175,-5.6
176,-5.5
177,-5.8
178,-9.3
179,-8.1
180,-8.4
181,-8
182,-7
183,-7.7
184,-7.6
185,-7.4
186,-5.5
187,-5.1
188,-4.4
189,-2.4
190,-0.4
191,2
192,3.1
193,5.5
194,3.3
195,6.8
196,6.4
197,8.7
198,10.3
199,10.5
200,9.7
201,9.2
202,10.1
203,7.8
204,8.8
205,7.9
206,4.9
207,4.9
208,2.5
209,-0.1
210,-1
211,0.8
212,-1.6
213,-3.7
214,-4.5
215,-6.3
216,-6.5
217,-8.2
218,-8
219,-7.1
220,-10.2
221,-8.5
222,-6.6
223,-5.7
224,-7
225,-7.2
226,-2.3
227,-2.7
228,-2.6
229,-3
230,-0.3
231,1.3
232,3.3
233,2.7
234,3.3
235,3.6
236,4.5
237,4.3
238,4
239,2.4
240,1.8
241,2.8
242,1.9
243,1.9
244,0.6
245,2.5
246,-0.3
247,1.3
248,0.6
249,0.4
250,0.5
251,-1.3
252,-0.5
253,0.6
254,0
255,1.4
256,0.9
257,0.3
258,2
259,2
260,4.5
261,3.6
262,3
263,4.8
264,3
265,3.4
266,3.6
267,2
268,1.8
269,1
270,-0.9
271,-1.9
272,-2.3
273,-4.1
274,-5.3
275,-6.7
276,-6.1
277,-6
278,-6.3
279,-8.7
280,-7.4
281,-7.3
282,-7.3
283,-8.3
284,-6.8
285,-5
286,-2.9
287,-3
288,-2.1
289,-2.2
290,-0.8
291,3
292,4.1
293,4
294,5.3
295,6.8
296,8.5
297,8.7
298,9.3
299,9.7
300,10.7
301,11.5
302,9.7
303,8.5
304,9.7
305,8.1
306,6.6
307,4.2
308,2.4
309,1.1
310,2.6
311,-1.9
312,-3.9
313,-3.9
314,-3.4
315,-6.2
316,-6.9
317,-7.4
318,-7.1
319,-9.6
320,-10
321,-7.9
322,-6.4
323,-5.9
324,-6.4
325,-4.3
326,-3.8
327,-3
328,-0.7
329,-2.7
330,-0.5
331,0.5
332,0.5
333,1.8
334,3.5
335,4.4
336,2.9
337,3.4
338,3.7
339,2.5
340,3.5
341,2.4
342,3.7
343,2.4
344,-0.1
345,1.6
346,-0.8
347,-0.9
348,-1.1
349,0.4
350,0.7
351,0.2
352,-1.5
353,1.8
354,2.8
355,0.8
356,1.2
357,2.5
358,2.9
359,3.4
360,1.9
361,2.2
362,3.2
363,3.3
364,2.3
365,2.4
366,2
367,2.1
368,2.5
369,-0.8
370,-1
371,-3.6
372,-1.9
373,-1.1
374,-5.4
375,-5.3
376,-6.2
377,-5.9
378,-6.8
379,-7.5
380,-6.5
381,-8.7
382,-7.1
383,-7.7
384,-8.9
385,-6.5
386,-6.6
387,-4.3
388,-2.7
389,-1.1
390,0
391,1.3
392,3
393,5.5
394,5.9
395,7.3
396,7.4
397,7.6
398,8.2
399,8.6
