0,13.2
1,6.4
2,11.3
3,6.1
4,5.1
5,9
6,0
7,0.9
8,1.7
9,1.9
10,5.8
11,-3.7
12,0
13,-3.6
14,-2
15,-7.3
16,-5.4
17,-10.1
18,-8
19,-5.7
20,-13.4
21,-6.8
22,-8.5
23,-8.1
24,-5.7
25,-8.4
26,-2.3
27,-7.8
28,4
29,-1.1
30,1.3
31,3.3
32,2.5
33,4.6
34,4.6
35,3.4
36,0.2
37,3.1
38,4.6
39,1.5
40,-0.3
41,0.5
42,1.6
43,0.9
44,-1.4
45,1.4
46,2.7
47,-0.8
48,-2
49,-0.6
50,-2.6
51,4.2
52,2.5
53,2.8
54,-0.6
55,-1.6
56,3
57,0.3
58,0.4
59,-1
60,-1.6
61,1.8
62,3.6
63,3.2
64,2.9
65,2.6
66,4.7
67,-1.4
68,0.3
69,5.9
70,-4.5
71,-3.2
72,-2.6
73,-6.6
74,-5.3
75,-9.1
76,-7.8
77,-7.3
78,-5.1
79,-6.8
80,-6.5
81,-6.8
82,-10.8
83,-14.3
84,-0.4
85,-5.4
86,-2.9
87,-5.1
88,-0.4
89,-2.3
90,1.4
91,0.9
92,6.8
93,3.2
94,11.1
95,10.1
96,11.4
97,3.1
98,6.9
99,6.2
100,5.9
101,9.6
102,7.8
103,4.2
104,10.8
105,5.7
106,10.2
107,4.2
108,4.9
109,-0.3
110,0.6
111,1
112,-0.1
113,-2.6
114,-2.4
115,-9.1
116,-4.4
117,-8.5
118,-12.3
119,-12
120,-6.3
121,-11.8
122,-10.6
123,-2.9
124,-9.8
125,-6.6
126,-4.2
127,-2.1
128,4.3
129,0.7
130,0.1
131,3.8
132,2.6
133,5.6
134,6.4
135,2.2
136,0.5
137,1.8
138,5.7
139,6.8
140,1.4
141,0.1
142,1
143,1.4
144,2.6
145,2.3
146,-2.2
147,2.6
148,-1.3
149,0.4
150,-1.6
151,0.5
152,-4.6
153,2.6
154,1.9
155,-2.5
156,-2.6
157,4.9
158,2.9
159,-1.1
160,2
161,3.8
162,2.7
163,4.3
164,1.1
165,0.8
166,0.6
167,5.4
168,-2.1
169,2.4
170,3.1
171,0.7
172,-5.9
173,1.8
174,-4.5
175,-8.5
176,-4.9
177,-10.1
178,-13.3
179,-9.3
180,-6.7
181,-10.4
182,-6.3
183,-9.4
184,-8.5
185,-7
186,-3.6
187,-5.6
188,-7.1
189,-1
190,-3.3
191,0.1
192,6.5
193,3.2
194,7.9
195,8.8
196,14.4
197,-2.7
198,8.5
199,8.2
200,12.2
201,11.2
202,13.5
203,4.2
204,13
205,9.5
206,1.9
207,2
208,2.6
209,-0.2
210,-5
211,3.1
212,-5.1
213,-4.6
214,-6.2
215,-3.3
216,-5.2
217,-9
218,-7.2
219,-11.2
220,-8.2
221,-10.7
222,-11.2
223,-5
224,-1.6
225,-4.6
226,-7.1
227,-2.5
228,2.1
229,-1.9
230,-3.4
231,5.3
232,1.2
233,-3.9
234,3.3
235,3.6
236,5.4
237,3.1
238,1.7
239,8.7
240,3.3
241,4
242,-0.6
243,4.2
244,2.2
245,1.4
246,-2
247,-3.9
248,6.2
249,3.8
250,1.8
251,-0.9
252,2.8
253,0.6
254,-0.5
255,0.9
256,0.8
257,3.7
258,0.8
259,2.8
260,4.6
261,5
262,-0.9
263,1.4
264,4.4
265,3.8
266,8.2
267,-0.3
268,0
269,-5.6
270,1
271,-2.5
272,-7.7
273,-5.4
274,-4.3
275,-3.4
276,-2.8
277,-5.6
278,-9.5
279,-12.9
280,-6.9
281,-12
282,-7
283,-4.1
284,-7.6
285,-3.9
286,-7.2
287,-7.6
288,-7.4
289,2.9
290,-1.9
291,0.5
292,4.5
293,-0.1
294,5
295,3.4
296,4.8
297,11.1
298,15.2
299,5.1
300,9.1
301,6.5
302,8.2
303,5.9
304,10.7
305,5.4
306,6.8
307,5.1
308,0
309,2.5
310,-2.1
311,-6.5
312,3.1
313,0.8
314,-5.9
315,-7
316,-8.7
317,-7.8
318,-14.6
319,-5.8
320,-10.9
321,-7.5
322,-6.6
323,-6.6
324,-5.3
325,-8.9
326,-3.6
327,3.9
328,1
329,3.8
330,1.3
331,5.7
332,5.3
333,-3.2
334,-1.1
335,2.2
336,-2.3
337,3
338,6.7
339,1
340,-2.5
341,3.7
342,-1.4
343,2.2
344,-0.2
345,1.2
346,-3.5
347,1
348,-2.1
349,0.8
350,-0.6
351,0.9
352,-2.2
353,-1.9
354,2
355,2.9
356,6.5
357,2.7
358,3.2
359,3.3
360,1.9
361,-0.3
362,0.6
363,4.3
364,4.7
365,0.8
366,5.2
367,4.6
368,1.5
369,5.3
370,6
371,-0.9
372,1.7
373,-0.4
374,-4.3
375,2.6
376,-6.5
377,-8.7
378,-8.7
379,-4.4
380,-8.8
381,-8.9
382,-9.9
383,-6.1
384,-6.1
385,-7.2
386,-5.4
387,-12.5
388,-3.7
389,-1.8
390,2.5
391,4.6
392,-5
393,1.5
394,2.5
395,6.3
396,11.8
397,11.6
398,6.4
399,8.8
