0000 [40/-1] - 171, 214, 238, 252, 256, 257, 279, 288, 323, 328, 380, 382, 387, 410, 434, 440, 447, 464, 476, 481, 492, 495, 498, 504, 506, 509, 515, 527, 563, 575, 583, 586, 587, 588, 589, 605, 627, 633, 634, 687, 
0001 [40/90] - 181, 214, 238, 252, 256, 279, 288, 323, 328, 380, 382, 387, 403, 410, 434, 440, 447, 450, 464, 476, 481, 492, 495, 498, 504, 506, 515, 527, 563, 575, 583, 586, 587, 588, 589, 604, 605, 627, 634, 687, 
0002 [40/95] - 238, 252, 256, 279, 288, 323, 328, 345, 380, 382, 387, 403, 410, 434, 440, 447, 449, 450, 464, 476, 481, 492, 495, 498, 504, 506, 515, 527, 563, 575, 583, 586, 587, 588, 589, 604, 605, 627, 634, 687, 
0003 [40/100] - 238, 252, 256, 279, 288, 323, 328, 345, 380, 382, 387, 403, 410, 434, 440, 447, 449, 450, 464, 476, 481, 492, 495, 498, 504, 506, 515, 527, 563, 575, 583, 586, 587, 588, 589, 604, 605, 627, 634, 687, 
0004 [40/0] - 598, 700, 727, 737, 780, 821, 859, 880, 889, 905, 927, 959, 962, 967, 1060, 1096, 1141, 1154, 1222, 1254, 1259, 1276, 1303, 1310, 1367, 1402, 1414, 1444, 1456, 1484, 1606, 1610, 1648, 1727, 1808, 1869, 1896, 1902, 1934, 1988, 
0005 [40/0] - 1423, 1432, 1469, 1475, 1476, 1481, 1517, 1519, 1557, 1565, 1585, 1604, 1664, 1674, 1697, 1720, 1732, 1751, 1765, 1770, 1774, 1805, 1807, 1824, 1842, 1852, 1889, 1890, 1899, 1904, 1924, 1930, 1935, 1970, 1976, 1980, 1984, 2016, 2025, 2030, 
0006 [40/0] - 945, 953, 961, 978, 999, 1009, 1030, 1033, 1063, 1070, 1076, 1091, 1094, 1104, 1114, 1128, 1133, 1140, 1155, 1164, 1174, 1180, 1182, 1202, 1205, 1206, 1226, 1240, 1252, 1258, 1263, 1268, 1272, 1287, 1301, 1337, 1346, 1363, 1375, 1417, 
0007 [40/0] - 376, 397, 400, 401, 438, 442, 446, 457, 468, 484, 503, 518, 531, 565, 574, 580, 581, 584, 616, 619, 650, 660, 668, 699, 718, 786, 805, 818, 825, 830, 835, 840, 841, 847, 861, 868, 881, 890, 895, 940, 
0008 [40/0] - 45, 49, 50, 71, 79, 96, 100, 103, 106, 108, 119, 129, 138, 157, 160, 165, 168, 172, 175, 203, 210, 215, 230, 234, 239, 243, 263, 264, 270, 277, 282, 284, 285, 289, 311, 325, 331, 335, 348, 365, 
0009 [40/0] - 8, 10, 26, 31, 33, 36, 38, 39, 1571, 1586, 1593, 1599, 1644, 1646, 1651, 1669, 1670, 1688, 1690, 1700, 1703, 1716, 1725, 1735, 1745, 1748, 1750, 1762, 1769, 1782, 1857, 1891, 1905, 1952, 1981, 1994, 1999, 2010, 2022, 2036, 
0010 [40/0] - 680, 690, 707, 771, 782, 793, 817, 855, 869, 884, 887, 913, 914, 932, 995, 1003, 1007, 1011, 1038, 1055, 1072, 1126, 1162, 1181, 1198, 1204, 1242, 1261, 1290, 1347, 1370, 1384, 1398, 1400, 1424, 1427, 1452, 1467, 1522, 1568, 
0011 [40/0] - 54, 73, 87, 88, 102, 120, 135, 136, 141, 144, 167, 194, 220, 229, 236, 249, 254, 259, 261, 296, 306, 332, 352, 369, 371, 413, 460, 496, 571, 631, 675, 1597, 1600, 1608, 1636, 1637, 1825, 1871, 1938, 2009, 
