0000 [40/-1] - 692, 738, 745, 766, 785, 801, 811, 834, 844, 845, 871, 876, 883, 893, 894, 903, 904, 915, 916, 935, 948, 958, 966, 972, 994, 998, 1008, 1018, 1025, 1026, 1031, 1034, 1043, 1051, 1079, 1080, 1083, 1088, 1108, 1185, 
0001 [40/95] - 738, 745, 766, 785, 801, 811, 832, 834, 844, 845, 871, 875, 876, 883, 893, 894, 903, 904, 915, 916, 935, 948, 958, 966, 972, 994, 1008, 1018, 1025, 1026, 1031, 1034, 1043, 1051, 1079, 1080, 1083, 1088, 1108, 1185, 
0002 [40/97,5] - 745, 766, 785, 801, 811, 832, 834, 844, 845, 871, 875, 876, 883, 893, 894, 903, 904, 915, 916, 935, 948, 958, 966, 972, 994, 1008, 1018, 1025, 1026, 1031, 1034, 1043, 1051, 1079, 1080, 1083, 1088, 1098, 1108, 1185, 
0003 [40/97,5] - 766, 785, 801, 811, 832, 834, 844, 845, 871, 875, 876, 883, 893, 894, 903, 904, 915, 916, 935, 948, 958, 966, 972, 994, 1000, 1008, 1018, 1025, 1026, 1031, 1034, 1043, 1051, 1079, 1080, 1083, 1088, 1098, 1108, 1185, 
0004 [0/-1] - 
0005 [0/-1] - 
0006 [0/-1] - 
0007 [0/-1] - 
0008 [0/-1] - 
0009 [0/-1] - 
0010 [0/-1] - 
0011 [0/-1] - 
0012 [0/-1] - 
0013 [0/-1] - 
0014 [0/-1] - 
0015 [0/-1] - 
0016 [0/-1] - 
0017 [0/-1] - 
0018 [0/-1] - 
0019 [0/-1] - 
0020 [0/-1] - 
0021 [0/-1] - 
0022 [0/-1] - 
0023 [0/-1] - 
0024 [0/-1] - 
0025 [0/-1] - 
0026 [0/-1] - 
0027 [0/-1] - 
0028 [0/-1] - 
0029 [0/-1] - 
0030 [0/-1] - 
0031 [0/-1] - 
0032 [0/-1] - 
0033 [0/-1] - 
0034 [0/-1] - 
0035 [0/-1] - 
0036 [10/-1] - 679, 718, 727, 774, 786, 791, 818, 821, 825, 841, 
0037 [40/20] - 718, 719, 735, 736, 740, 741, 758, 760, 761, 774, 786, 791, 797, 813, 818, 821, 825, 826, 836, 839, 841, 846, 849, 854, 864, 878, 901, 911, 912, 924, 939, 944, 964, 973, 989, 992, 1010, 1015, 1016, 1037, 
0038 [2/5] - 786, 841, 
0039 [2/100] - 786, 841, 
