0000 [40/-1] - 480, 492, 495, 498, 521, 551, 564, 570, 575, 588, 597, 603, 610, 615, 618, 638, 656, 669, 681, 682, 698, 717, 725, 738, 745, 750, 757, 772, 777, 779, 801, 834, 860, 871, 875, 882, 883, 891, 894, 915, 
0001 [40/87,5] - 444, 492, 495, 498, 521, 564, 570, 575, 588, 597, 603, 610, 615, 618, 638, 669, 681, 682, 698, 717, 725, 738, 745, 747, 750, 757, 772, 777, 785, 801, 834, 860, 871, 875, 876, 882, 883, 891, 894, 916, 
0002 [40/90] - 492, 502, 521, 564, 570, 575, 588, 597, 603, 610, 615, 618, 638, 641, 669, 681, 682, 698, 717, 725, 738, 745, 747, 750, 757, 772, 777, 785, 801, 834, 860, 863, 871, 875, 876, 882, 883, 891, 892, 894, 
0003 [40/100] - 492, 502, 521, 564, 570, 575, 588, 597, 603, 610, 615, 618, 638, 641, 669, 681, 682, 698, 717, 725, 738, 745, 747, 750, 757, 772, 777, 785, 801, 834, 860, 863, 871, 875, 876, 882, 883, 891, 892, 894, 
0004 [0/-1] - 
0005 [0/-1] - 
0006 [0/-1] - 
0007 [0/-1] - 
0008 [0/-1] - 
0009 [0/-1] - 
0010 [0/-1] - 
0011 [0/-1] - 
0012 [0/-1] - 
0013 [0/-1] - 
0014 [0/-1] - 
0015 [0/-1] - 
0016 [0/-1] - 
0017 [0/-1] - 
0018 [0/-1] - 
0019 [0/-1] - 
0020 [0/-1] - 
0021 [0/-1] - 
0022 [0/-1] - 
0023 [0/-1] - 
0024 [0/-1] - 
0025 [0/-1] - 
0026 [0/-1] - 
0027 [0/-1] - 
0028 [0/-1] - 
0029 [0/-1] - 
0030 [0/-1] - 
0031 [0/-1] - 
0032 [0/-1] - 
0033 [0/-1] - 
0034 [0/-1] - 
0035 [0/-1] - 
0036 [10/-1] - 679, 718, 727, 774, 786, 791, 818, 821, 825, 841, 
0037 [40/25] - 456, 679, 718, 719, 727, 735, 736, 740, 741, 758, 760, 761, 774, 786, 791, 797, 813, 818, 821, 825, 826, 836, 839, 841, 846, 849, 852, 854, 864, 878, 901, 911, 912, 939, 944, 964, 973, 989, 1010, 1016, 
