0000 [40/-1] - 564, 570, 575, 594, 610, 615, 618, 638, 641, 656, 681, 682, 683, 685, 698, 717, 725, 738, 745, 747, 757, 777, 785, 801, 834, 860, 863, 871, 876, 882, 883, 885, 891, 892, 894, 915, 916, 935, 948, 1006, 
0001 [40/85] - 564, 570, 594, 597, 610, 615, 618, 638, 641, 656, 681, 682, 683, 717, 725, 738, 745, 747, 777, 785, 801, 834, 845, 860, 863, 871, 875, 876, 882, 883, 891, 892, 893, 894, 915, 916, 935, 948, 998, 1031, 
0002 [40/97,5] - 564, 570, 594, 597, 610, 615, 618, 638, 641, 656, 681, 682, 683, 717, 725, 738, 745, 747, 777, 785, 801, 832, 834, 845, 860, 863, 871, 875, 876, 882, 883, 891, 892, 893, 894, 915, 916, 935, 948, 998, 
0003 [40/97,5] - 564, 594, 597, 610, 615, 618, 638, 641, 656, 681, 682, 683, 692, 717, 725, 738, 745, 747, 777, 785, 801, 832, 834, 845, 860, 863, 871, 875, 876, 882, 883, 891, 892, 893, 894, 915, 916, 935, 948, 998, 
0004 [0/-1] - 
0005 [0/-1] - 
0006 [0/-1] - 
0007 [0/-1] - 
0008 [0/-1] - 
0009 [0/-1] - 
0010 [0/-1] - 
0011 [0/-1] - 
0012 [0/-1] - 
0013 [0/-1] - 
0014 [0/-1] - 
0015 [0/-1] - 
0016 [0/-1] - 
0017 [0/-1] - 
0018 [0/-1] - 
0019 [0/-1] - 
0020 [0/-1] - 
0021 [0/-1] - 
0022 [0/-1] - 
0023 [0/-1] - 
0024 [0/-1] - 
0025 [0/-1] - 
0026 [0/-1] - 
0027 [0/-1] - 
0028 [0/-1] - 
0029 [0/-1] - 
0030 [0/-1] - 
0031 [0/-1] - 
0032 [0/-1] - 
0033 [0/-1] - 
0034 [0/-1] - 
0035 [0/-1] - 
0036 [10/-1] - 679, 718, 727, 774, 786, 791, 818, 821, 825, 841, 
0037 [40/25] - 679, 718, 719, 727, 735, 736, 740, 741, 758, 760, 761, 774, 786, 791, 797, 813, 818, 821, 825, 826, 836, 839, 841, 846, 849, 852, 854, 864, 878, 901, 911, 939, 944, 954, 964, 973, 989, 992, 1010, 1016, 
0038 [2/5] - 786, 841, 
0039 [2/100] - 786, 841, 
0040 [2/100] - 786, 841, 
0041 [2/100] - 786, 841, 
0042 [2/100] - 786, 841, 
0043 [2/100] - 786, 841, 
