0000 [40/-1] - 387, 403, 410, 434, 440, 444, 447, 450, 456, 476, 488, 490, 492, 495, 498, 502, 504, 506, 527, 564, 575, 583, 588, 597, 603, 610, 634, 638, 646, 663, 669, 681, 682, 687, 747, 757, 764, 772, 777, 779, 
0001 [40/87,5] - 345, 387, 403, 434, 444, 447, 450, 476, 490, 492, 495, 498, 502, 504, 506, 527, 564, 570, 575, 583, 588, 597, 603, 604, 610, 634, 638, 663, 669, 681, 682, 687, 698, 720, 747, 757, 764, 772, 777, 779, 
0002 [40/95] - 387, 403, 434, 444, 447, 450, 476, 490, 492, 495, 498, 502, 504, 506, 527, 564, 570, 575, 583, 588, 597, 603, 604, 605, 610, 618, 634, 638, 663, 669, 681, 682, 687, 698, 747, 757, 764, 772, 777, 779, 
0003 [40/97,5] - 387, 403, 434, 444, 447, 450, 476, 490, 492, 495, 498, 502, 504, 506, 527, 564, 570, 575, 583, 588, 597, 603, 604, 610, 618, 634, 638, 663, 669, 681, 682, 687, 698, 725, 747, 757, 764, 772, 777, 779, 
0004 [0/-1] - 
0005 [0/-1] - 
0006 [0/-1] - 
0007 [0/-1] - 
0008 [0/-1] - 
0009 [0/-1] - 
0010 [0/-1] - 
0011 [0/-1] - 
0012 [0/-1] - 
0013 [0/-1] - 
0014 [0/-1] - 
0015 [0/-1] - 
0016 [0/-1] - 
0017 [0/-1] - 
0018 [0/-1] - 
0019 [0/-1] - 
0020 [0/-1] - 
0021 [0/-1] - 
0022 [0/-1] - 
0023 [0/-1] - 
0024 [0/-1] - 
0025 [0/-1] - 
0026 [0/-1] - 
0027 [0/-1] - 
0028 [0/-1] - 
0029 [0/-1] - 
0030 [0/-1] - 
0031 [0/-1] - 
0032 [0/-1] - 
0033 [0/-1] - 
0034 [0/-1] - 
0035 [0/-1] - 
0036 [10/-1] - 679, 718, 727, 774, 786, 791, 818, 821, 825, 841, 
0037 [32/31,25] - 456, 679, 718, 719, 727, 735, 736, 740, 741, 758, 760, 761, 774, 786, 791, 797, 813, 818, 821, 825, 826, 836, 839, 841, 846, 849, 852, 854, 864, 878, 901, 911, 
