0000 [40/-1] - 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 301, 321, 323, 324, 328, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 491, 495, 498, 502, 504, 506, 515, 523, 583, 588, 
0001 [40/90] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0002 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0003 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0004 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0005 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0006 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0007 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0008 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0009 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
0010 [40/100] - 125, 153, 169, 171, 177, 181, 195, 214, 252, 255, 256, 257, 274, 301, 321, 323, 324, 328, 339, 344, 353, 380, 382, 395, 406, 434, 440, 449, 450, 464, 466, 476, 479, 481, 495, 498, 504, 506, 515, 588, 
